year,sequence,shortname,circuit_name,rider_name,team_name,bike_name,Status_Zavrsetka
2019,3,AME,Texas,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,3,AME,Texas,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,3,AME,Texas,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,3,AME,Texas,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,3,AME,Texas,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,3,AME,Texas,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,3,AME,Texas,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,3,AME,Texas,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,3,AME,Texas,"Lorenzo, Jorge",Repsol Honda Team,Honda,1
2019,3,AME,Texas,"Marquez, Marc",Repsol Honda Team,Honda,1
2019,3,AME,Texas,"Crutchlow, Cal",LCR Honda CASTROL,Honda,1
2019,3,AME,Texas,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,1
2019,4,SPA,Jerez,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,4,SPA,Jerez,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,4,SPA,Jerez,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,4,SPA,Jerez,"Dovizioso, Andrea",Mission Winnow Ducati,Ducati,0
2019,4,SPA,Jerez,"Petrucci, Danilo",Mission Winnow Ducati,Ducati,0
2019,4,SPA,Jerez,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,4,SPA,Jerez,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,4,SPA,Jerez,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,4,SPA,Jerez,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,4,SPA,Jerez,"Bradl, Stefan",Team HRC,Honda,0
2019,4,SPA,Jerez,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,4,SPA,Jerez,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,4,SPA,Jerez,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,4,SPA,Jerez,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,4,SPA,Jerez,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,4,SPA,Jerez,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,4,SPA,Jerez,"Smith, Bradley",Aprilia Factory Racing,Aprilia,0
2019,4,SPA,Jerez,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,4,SPA,Jerez,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,4,SPA,Jerez,"Miller, Jack",Pramac Racing,Ducati,1
2019,4,SPA,Jerez,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,1
2019,4,SPA,Jerez,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,1
2019,4,SPA,Jerez,"Bagnaia, Francesco",Pramac Racing,Ducati,1
2019,5,FRA,Le Mans,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,5,FRA,Le Mans,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,5,FRA,Le Mans,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,5,FRA,Le Mans,"Miller, Jack",Pramac Racing,Ducati,0
2019,5,FRA,Le Mans,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,5,FRA,Le Mans,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,5,FRA,Le Mans,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,5,FRA,Le Mans,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,5,FRA,Le Mans,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,5,FRA,Le Mans,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,5,FRA,Le Mans,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,5,FRA,Le Mans,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,5,FRA,Le Mans,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,5,FRA,Le Mans,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,5,FRA,Le Mans,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,5,FRA,Le Mans,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,5,FRA,Le Mans,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,1
2019,5,FRA,Le Mans,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,1
2019,5,FRA,Le Mans,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,1
2019,5,FRA,Le Mans,"Bagnaia, Francesco",Pramac Racing,Ducati,1
2019,5,FRA,Le Mans,"Rabat, Tito",Reale Avintia Racing,Ducati,1
2019,5,FRA,Le Mans,"Abraham, Karel",Reale Avintia Racing,Ducati,1
2019,6,ITA,Mugello,"Petrucci, Danilo",Mission Winnow Ducati,Ducati,0
2019,6,ITA,Mugello,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,6,ITA,Mugello,"Dovizioso, Andrea",Mission Winnow Ducati,Ducati,0
2019,6,ITA,Mugello,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,6,ITA,Mugello,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,6,ITA,Mugello,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,6,ITA,Mugello,"Pirro, Michele",Mission Winnow Ducati,Ducati,0
2019,6,ITA,Mugello,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,6,ITA,Mugello,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,6,ITA,Mugello,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,6,ITA,Mugello,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,6,ITA,Mugello,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,6,ITA,Mugello,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,6,ITA,Mugello,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,6,ITA,Mugello,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,6,ITA,Mugello,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,6,ITA,Mugello,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,6,ITA,Mugello,"Miller, Jack",Pramac Racing,Ducati,1
2019,6,ITA,Mugello,"Bagnaia, Francesco",Pramac Racing,Ducati,1
2019,6,ITA,Mugello,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,1
2019,6,ITA,Mugello,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,1
2019,6,ITA,Mugello,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,1
2019,6,ITA,Mugello,"Rabat, Tito",Reale Avintia Racing,Ducati,1
2019,7,CAT,Catalunya,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,7,CAT,Catalunya,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,7,CAT,Catalunya,"Petrucci, Danilo",Mission Winnow Ducati,Ducati,0
2019,7,CAT,Catalunya,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,7,CAT,Catalunya,"Miller, Jack",Pramac Racing,Ducati,0
2019,7,CAT,Catalunya,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,7,CAT,Catalunya,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,7,CAT,Catalunya,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,7,CAT,Catalunya,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,7,CAT,Catalunya,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,7,CAT,Catalunya,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,7,CAT,Catalunya,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,7,CAT,Catalunya,"Guintoli, Sylvain",Team SUZUKI ECSTAR,Suzuki,0
2019,7,CAT,Catalunya,"Crutchlow, Cal",LCR Honda CASTROL,Honda,1
2019,7,CAT,Catalunya,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,1
2019,7,CAT,Catalunya,"Bagnaia, Francesco",Pramac Racing,Ducati,1
2019,7,CAT,Catalunya,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,1
2019,7,CAT,Catalunya,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,1
2019,7,CAT,Catalunya,"Dovizioso, Andrea",Mission Winnow Ducati,Ducati,1
2019,7,CAT,Catalunya,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,1
2019,7,CAT,Catalunya,"Lorenzo, Jorge",Repsol Honda Team,Honda,1
2019,7,CAT,Catalunya,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,1
2019,7,CAT,Catalunya,"Abraham, Karel",Reale Avintia Racing,Ducati,1
2019,7,CAT,Catalunya,"Smith, Bradley",Aprilia Racing Team,Aprilia,1
2019,8,NED,Assen,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,8,NED,Assen,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,8,NED,Assen,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,8,NED,Assen,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,8,NED,Assen,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,8,NED,Assen,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,8,NED,Assen,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,8,NED,Assen,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,8,NED,Assen,"Miller, Jack",Pramac Racing,Ducati,0
2019,8,NED,Assen,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,8,NED,Assen,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,8,NED,Assen,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,8,NED,Assen,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,8,NED,Assen,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,8,NED,Assen,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,8,NED,Assen,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,8,NED,Assen,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,8,NED,Assen,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,1
2019,8,NED,Assen,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,1
2019,8,NED,Assen,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,1
2019,8,NED,Assen,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,1
2019,9,GER,Sachsenring,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,9,GER,Sachsenring,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,9,GER,Sachsenring,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,9,GER,Sachsenring,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,9,GER,Sachsenring,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,9,GER,Sachsenring,"Miller, Jack",Pramac Racing,Ducati,0
2019,9,GER,Sachsenring,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,9,GER,Sachsenring,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,9,GER,Sachsenring,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,9,GER,Sachsenring,"Bradl, Stefan",Repsol Honda Team,Honda,0
2019,9,GER,Sachsenring,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,9,GER,Sachsenring,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,9,GER,Sachsenring,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,9,GER,Sachsenring,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,9,GER,Sachsenring,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,9,GER,Sachsenring,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,9,GER,Sachsenring,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,9,GER,Sachsenring,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,9,GER,Sachsenring,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,1
2019,9,GER,Sachsenring,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,1
2019,9,GER,Sachsenring,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,1
2019,9,GER,Sachsenring,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,1
2019,10,CZE,Brno,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,10,CZE,Brno,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,10,CZE,Brno,"Miller, Jack",Pramac Racing,Ducati,0
2019,10,CZE,Brno,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,10,CZE,Brno,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,10,CZE,Brno,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,10,CZE,Brno,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,10,CZE,Brno,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,10,CZE,Brno,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,10,CZE,Brno,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,10,CZE,Brno,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,10,CZE,Brno,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,10,CZE,Brno,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,10,CZE,Brno,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,10,CZE,Brno,"Bradl, Stefan",Repsol Honda Team,Honda,0
2019,10,CZE,Brno,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,10,CZE,Brno,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,10,CZE,Brno,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,10,CZE,Brno,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,10,CZE,Brno,"Guintoli, Sylvain",Team SUZUKI ECSTAR,Suzuki,0
2019,10,CZE,Brno,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,1
2019,10,CZE,Brno,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,1
2019,10,CZE,Brno,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,1
2019,11,AUT,Spielberg,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,11,AUT,Spielberg,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,11,AUT,Spielberg,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,11,AUT,Spielberg,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,11,AUT,Spielberg,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,11,AUT,Spielberg,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,11,AUT,Spielberg,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,11,AUT,Spielberg,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,11,AUT,Spielberg,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,11,AUT,Spielberg,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,11,AUT,Spielberg,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,11,AUT,Spielberg,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,11,AUT,Spielberg,"Bradl, Stefan",Repsol Honda Team,Honda,0
2019,11,AUT,Spielberg,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,11,AUT,Spielberg,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,11,AUT,Spielberg,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,11,AUT,Spielberg,"Rabat, Tito",Reale Avintia Racing,Ducati,1
2019,11,AUT,Spielberg,"Miller, Jack",Pramac Racing,Ducati,1
2019,11,AUT,Spielberg,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,1
2019,11,AUT,Spielberg,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,1
2019,11,AUT,Spielberg,"Crutchlow, Cal",LCR Honda CASTROL,Honda,1
2019,12,GBR,Silverstone,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,12,GBR,Silverstone,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,12,GBR,Silverstone,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,12,GBR,Silverstone,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,12,GBR,Silverstone,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,12,GBR,Silverstone,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,12,GBR,Silverstone,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,12,GBR,Silverstone,"Miller, Jack",Pramac Racing,Ducati,0
2019,12,GBR,Silverstone,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,12,GBR,Silverstone,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,12,GBR,Silverstone,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,12,GBR,Silverstone,"Guintoli, Sylvain",Team SUZUKI ECSTAR,Suzuki,0
2019,12,GBR,Silverstone,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,12,GBR,Silverstone,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,12,GBR,Silverstone,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,12,GBR,Silverstone,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,12,GBR,Silverstone,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,12,GBR,Silverstone,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,1
2019,12,GBR,Silverstone,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,1
2019,12,GBR,Silverstone,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,1
2019,12,GBR,Silverstone,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,1
2019,12,GBR,Silverstone,"Dovizioso, Andrea",Ducati Team,Ducati,1
2019,13,RSM,Misano,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,13,RSM,Misano,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,13,RSM,Misano,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,13,RSM,Misano,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,13,RSM,Misano,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,13,RSM,Misano,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,13,RSM,Misano,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,13,RSM,Misano,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,13,RSM,Misano,"Miller, Jack",Pramac Racing,Ducati,0
2019,13,RSM,Misano,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,13,RSM,Misano,"Zarco, Johann",Red Bull KTM Factory Racing,KTM,0
2019,13,RSM,Misano,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,13,RSM,Misano,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,13,RSM,Misano,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,13,RSM,Misano,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,13,RSM,Misano,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,13,RSM,Misano,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,13,RSM,Misano,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,13,RSM,Misano,"Crutchlow, Cal",LCR Honda CASTROL,Honda,1
2019,13,RSM,Misano,"Pirro, Michele",Ducati Team,Ducati,1
2019,13,RSM,Misano,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,1
2019,13,RSM,Misano,"Bagnaia, Francesco",Pramac Racing,Ducati,1
2019,14,ARA,Aragón,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,14,ARA,Aragón,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,14,ARA,Aragón,"Miller, Jack",Pramac Racing,Ducati,0
2019,14,ARA,Aragón,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,14,ARA,Aragón,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,14,ARA,Aragón,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,14,ARA,Aragón,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,14,ARA,Aragón,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,14,ARA,Aragón,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,14,ARA,Aragón,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,14,ARA,Aragón,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,14,ARA,Aragón,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,14,ARA,Aragón,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,14,ARA,Aragón,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,14,ARA,Aragón,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,14,ARA,Aragón,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,14,ARA,Aragón,"Kallio, Mika",Red Bull KTM Factory Racing,KTM,0
2019,14,ARA,Aragón,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,14,ARA,Aragón,"Smith, Bradley",Aprilia Racing Team,Aprilia,0
2019,14,ARA,Aragón,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,14,ARA,Aragón,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,14,ARA,Aragón,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,1
2019,15,THA,Buriram,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,15,THA,Buriram,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,15,THA,Buriram,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,15,THA,Buriram,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,15,THA,Buriram,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,15,THA,Buriram,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,15,THA,Buriram,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,15,THA,Buriram,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,15,THA,Buriram,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,15,THA,Buriram,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,15,THA,Buriram,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,15,THA,Buriram,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,15,THA,Buriram,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,15,THA,Buriram,"Miller, Jack",Pramac Racing,Ducati,0
2019,15,THA,Buriram,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,15,THA,Buriram,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,15,THA,Buriram,"Rabat, Tito",Reale Avintia Racing,Ducati,0
2019,15,THA,Buriram,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,15,THA,Buriram,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,15,THA,Buriram,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,15,THA,Buriram,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,1
2019,15,THA,Buriram,"Kallio, Mika",Red Bull KTM Factory Racing,KTM,1
2019,16,JPN,Motegi,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,16,JPN,Motegi,"Quartararo, Fabio",Petronas Yamaha SRT,Yamaha,0
2019,16,JPN,Motegi,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,16,JPN,Motegi,"Viñales, Maverick",Monster Energy Yamaha MotoGP,Yamaha,0
2019,16,JPN,Motegi,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,16,JPN,Motegi,"Morbidelli, Franco",Petronas Yamaha SRT,Yamaha,0
2019,16,JPN,Motegi,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,16,JPN,Motegi,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,16,JPN,Motegi,"Petrucci, Danilo",Ducati Team,Ducati,0
2019,16,JPN,Motegi,"Miller, Jack",Pramac Racing,Ducati,0
2019,16,JPN,Motegi,"Espargaro, Pol",Red Bull KTM Factory Racing,KTM,0
2019,16,JPN,Motegi,"Oliveira, Miguel",Red Bull KTM Tech 3,KTM,0
2019,16,JPN,Motegi,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,16,JPN,Motegi,"Kallio, Mika",Red Bull KTM Factory Racing,KTM,0
2019,16,JPN,Motegi,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
2019,16,JPN,Motegi,"Nakagami, Takaaki",LCR Honda IDEMITSU,Honda,0
2019,16,JPN,Motegi,"Lorenzo, Jorge",Repsol Honda Team,Honda,0
2019,16,JPN,Motegi,"Abraham, Karel",Reale Avintia Racing,Ducati,0
2019,16,JPN,Motegi,"Syahrin, Hafizh",Red Bull KTM Tech 3,KTM,0
2019,16,JPN,Motegi,"Guintoli, Sylvain",Team SUZUKI ECSTAR,Suzuki,0
2019,16,JPN,Motegi,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,1
2019,16,JPN,Motegi,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,1
2019,17,AUS,Phillip Island,"Marquez, Marc",Repsol Honda Team,Honda,0
2019,17,AUS,Phillip Island,"Crutchlow, Cal",LCR Honda CASTROL,Honda,0
2019,17,AUS,Phillip Island,"Miller, Jack",Pramac Racing,Ducati,0
2019,17,AUS,Phillip Island,"Bagnaia, Francesco",Pramac Racing,Ducati,0
2019,17,AUS,Phillip Island,"Mir, Joan",Team SUZUKI ECSTAR,Suzuki,0
2019,17,AUS,Phillip Island,"Iannone, Andrea",Aprilia Racing Team Gresini,Aprilia,0
2019,17,AUS,Phillip Island,"Dovizioso, Andrea",Ducati Team,Ducati,0
2019,17,AUS,Phillip Island,"Rossi, Valentino",Monster Energy Yamaha MotoGP,Yamaha,0
2019,17,AUS,Phillip Island,"Rins, Alex",Team SUZUKI ECSTAR,Suzuki,0
2019,17,AUS,Phillip Island,"Espargaro, Aleix",Aprilia Racing Team Gresini,Aprilia,0
