result_id,pos.,pts,no,rider,Team,time / gap,session,class,event,year,event_id
5077,16,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,+41.495,Race,MotoGP,GER,2024,8
5078,17,0.0,5,J. Zarco,CASTROL Honda LCR,+41.952,Race,MotoGP,GER,2024,8
5079,18,0.0,36,J. Mir,Repsol Honda Team,+43.145,Race,MotoGP,GER,2024,8
5080,19,0.0,87,R. Gardner,Monster Energy Yamaha MotoGP Team,+50.115,Race,MotoGP,GER,2024,8
5081,20,0.0,6,S. Bradl,HRC Test Team,+59.047,Race,MotoGP,GER,2024,8
5082,DNF,0.0,89,J. Martin,Prima Pramac Racing,28 laps,Race,MotoGP,GER,2024,8
5083,DNF,0.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,9 laps,Race,MotoGP,GER,2024,8
5084,1,12.0,89,J. Martin,Prima Pramac Racing,20:18.904,Sprint,MotoGP,GER,2024,8
5085,2,9.0,88,M. Oliveira,Trackhouse Racing,+0.676,Sprint,MotoGP,GER,2024,8
5086,3,7.0,1,F. Bagnaia,Ducati Lenovo Team,+1.311,Sprint,MotoGP,GER,2024,8
5087,4,6.0,23,E. Bastianini,Ducati Lenovo Team,+1.458,Sprint,MotoGP,GER,2024,8
5088,5,5.0,21,F. Morbidelli,Prima Pramac Racing,+5.600,Sprint,MotoGP,GER,2024,8
5089,6,4.0,93,M. Marquez,Gresini Racing MotoGP,+6.281,Sprint,MotoGP,GER,2024,8
5090,7,3.0,12,M. Viñales,Aprilia Racing,+6.284,Sprint,MotoGP,GER,2024,8
5091,8,2.0,33,B. Binder,Red Bull KTM Factory Racing,+9.061,Sprint,MotoGP,GER,2024,8
5092,9,1.0,73,A. Marquez,Gresini Racing MotoGP,+9.201,Sprint,MotoGP,GER,2024,8
5093,10,0.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+10.800,Sprint,MotoGP,GER,2024,8
5094,11,0.0,43,J. Miller,Red Bull KTM Factory Racing,+13.815,Sprint,MotoGP,GER,2024,8
5095,12,0.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+13.960,Sprint,MotoGP,GER,2024,8
5096,13,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+14.432,Sprint,MotoGP,GER,2024,8
5097,14,0.0,25,R. Fernandez,Trackhouse Racing,+15.329,Sprint,MotoGP,GER,2024,8
5098,15,0.0,10,L. Marini,Repsol Honda Team,+15.430,Sprint,MotoGP,GER,2024,8
5099,16,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,+15.493,Sprint,MotoGP,GER,2024,8
5100,17,0.0,5,J. Zarco,CASTROL Honda LCR,+16.205,Sprint,MotoGP,GER,2024,8
5101,18,0.0,30,T. Nakagami,IDEMITSU Honda LCR,+20.321,Sprint,MotoGP,GER,2024,8
5102,19,0.0,6,S. Bradl,HRC Test Team,+23.733,Sprint,MotoGP,GER,2024,8
5103,20,0.0,87,R. Gardner,Monster Energy Yamaha MotoGP Team,+26.366,Sprint,MotoGP,GER,2024,8
5104,21,0.0,36,J. Mir,Repsol Honda Team,+26.668,Sprint,MotoGP,GER,2024,8
5105,22,0.0,31,P. Acosta,Red Bull GASGAS Tech3,+26.715,Sprint,MotoGP,GER,2024,8
5106,1,25.0,96,J. Dixon,CFMOTO Inde Aspar Team,35:25.147,Race,Moto2,GBR,2024,9
5107,2,20.0,44,A. Canet,Fantic Racing,+0.177,Race,Moto2,GBR,2024,9
5108,3,16.0,13,C. Vietti,Red Bull KTM Ajo,+7.054,Race,Moto2,GBR,2024,9
5109,4,13.0,3,S. Garcia,MT Helmets - MSI,+8.476,Race,Moto2,GBR,2024,9
5110,5,11.0,18,M. Gonzalez,QJMOTOR Gresini Moto2,+8.718,Race,Moto2,GBR,2024,9
5111,6,10.0,15,D. Binder,Liqui Moly Husqvarna Intact GP,+8.901,Race,Moto2,GBR,2024,9
5112,7,9.0,52,J. Alcoba,Yamaha VR46 Master Camp Team,+10.505,Race,Moto2,GBR,2024,9
5113,8,8.0,75,A. Arenas,QJMOTOR Gresini Moto2,+11.689,Race,Moto2,GBR,2024,9
5114,9,7.0,21,A. Lopez,GT Trevisan SpeedUp,+12.390,Race,Moto2,GBR,2024,9
5115,10,6.0,81,S. Agius,Liqui Moly Husqvarna Intact GP,+13.935,Race,Moto2,GBR,2024,9
5116,11,5.0,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+14.115,Race,Moto2,GBR,2024,9
5117,12,4.0,54,F. Aldeguer ,GT Trevisan SpeedUp,+14.308,Race,Moto2,GBR,2024,9
5118,13,3.0,64,B. Bendsneyder,Preicanos Racing Team,+14.942,Race,Moto2,GBR,2024,9
5119,14,2.0,79,A. Ogura,MT Helmets - MSI,+17.541,Race,Moto2,GBR,2024,9
5120,15,1.0,24,M. Ramirez,OnlyFans American Racing Team,+17.767,Race,Moto2,GBR,2024,9
5121,16,0.0,7,B. Baltus,RW-Idrofoglia Racing GP,+22.228,Race,Moto2,GBR,2024,9
5122,17,0.0,32,M. Schrotter,Red Bull KTM Ajo,+22.302,Race,Moto2,GBR,2024,9
5123,18,0.0,9,J. Navarro,KLINT Forward Factory Team,+25.002,Race,Moto2,GBR,2024,9
5124,19,0.0,71,D. Foggia,Italtrans Racing Team,+29.245,Race,Moto2,GBR,2024,9
5125,20,0.0,28,I. Guevara,CFMOTO Inde Aspar Team,+29.375,Race,Moto2,GBR,2024,9
5126,21,0.0,22,A. Sasaki,Yamaha VR46 Master Camp Team,+32.702,Race,Moto2,GBR,2024,9
5127,22,0.0,11,A. Escrig,KLINT Forward Factory Team,+50.176,Race,Moto2,GBR,2024,9
5128,23,0.0,43,X. Artigas,KLINT Forward Factory Team,+71.504,Race,Moto2,GBR,2024,9
5129,DNF,0.0,34,M. Suryo Aji,IDEMITSU Honda Team Asia,9 laps,Race,Moto2,GBR,2024,9
5130,DNF,0.0,12,F. Salac,Elf Marc VDS Racing Team,6 laps,Race,Moto2,GBR,2024,9
5131,DNF,0.0,14,T. Arbolino,Elf Marc VDS Racing Team,6 laps,Race,Moto2,GBR,2024,9
5132,DNF,0.0,16,J. Roberts,OnlyFans American Racing Team,6 laps,Race,Moto2,GBR,2024,9
5133,DNF,0.0,10,D. Moreira,Italtrans Racing Team,5 laps,Race,Moto2,GBR,2024,9
5134,DNF,0.0,20,X. Cardelus,Fantic Racing,4 laps,Race,Moto2,GBR,2024,9
5135,DNF,0.0,35,S. Chantra,IDEMITSU Honda Team Asia,4 laps,Race,Moto2,GBR,2024,9
5136,DNF,0.0,5,J. Masia,Preicanos Racing Team,1 laps,Race,Moto2,GBR,2024,9
5137,1,25.0,48,I. Ortola,MT Helmets - MSI,32:42.328,Race,Moto3,GBR,2024,9
5138,2,20.0,80,D. Alonso,CFMOTO Valresa Aspar Team,+0.123,Race,Moto3,GBR,2024,9
5139,3,16.0,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+0.226,Race,Moto3,GBR,2024,9
5140,4,13.0,96,D. Holgado,Red Bull GASGAS Tech3,+0.333,Race,Moto3,GBR,2024,9
5141,5,11.0,82,S. Nepa,LEVELUP - MTA,+0.397,Race,Moto3,GBR,2024,9
5142,6,10.0,6,R. Yamanaka,MT Helmets - MSI,+0.463,Race,Moto3,GBR,2024,9
5143,7,9.0,66,J. Kelso,BOE Motorsports,+0.548,Race,Moto3,GBR,2024,9
5144,8,8.0,31,A. Fernandez,Leopard Racing,+1.321,Race,Moto3,GBR,2024,9
5145,9,7.0,99,J. Rueda,Red Bull KTM Ajo,+1.431,Race,Moto3,GBR,2024,9
5146,10,6.0,24,T. Suzuki,Liqui Moly Husqvarna Intact GP,+1.537,Race,Moto3,GBR,2024,9
5147,11,5.0,18,M. Bertelle,Kopron Rivacold Snipers Team,+1.614,Race,Moto3,GBR,2024,9
5148,12,4.0,64,D. Muñoz ,BOE Motorsports,+12.542,Race,Moto3,GBR,2024,9
5149,13,3.0,78,J. Esteban,CFMOTO Valresa Aspar Team,+12.642,Race,Moto3,GBR,2024,9
5150,14,2.0,54,R. Rossi,CIP Green Power,+12.747,Race,Moto3,GBR,2024,9
5151,15,1.0,10,N. Carraro,LEVELUP - MTA,+13.012,Race,Moto3,GBR,2024,9
5152,16,0.0,7,F. Farioli,SIC58 Squadra Corse,+13.708,Race,Moto3,GBR,2024,9
5153,17,0.0,12,J. Roulstone,Red Bull GASGAS Tech3,+23.059,Race,Moto3,GBR,2024,9
5154,18,0.0,22,D. Almansa,Kopron Rivacold Snipers Team,+23.566,Race,Moto3,GBR,2024,9
5155,19,0.0,5,T. Buasri,Honda Team Asia,+32.585,Race,Moto3,GBR,2024,9
5156,20,0.0,55,N. Dettwiler,CIP Green Power,+47.831,Race,Moto3,GBR,2024,9
5157,21,0.0,57,D. Shahril,SIC58 Squadra Corse,+52.349,Race,Moto3,GBR,2024,9
5158,DNF,0.0,21,V. Perez,Fibre Tec Honda - MLav Racing,6 laps,Race,Moto3,GBR,2024,9
5159,DNF,0.0,85,X. Zurutuza,Red Bull KTM Ajo,4 laps,Race,Moto3,GBR,2024,9
5160,DNF,0.0,19,S. Ogden,Fibre Tec Honda - MLav Racing,1 laps,Race,Moto3,GBR,2024,9
5161,DNF,0.0,36,A. Piqueras ,Leopard Racing,1 laps,Race,Moto3,GBR,2024,9
5162,1,25.0,23,E. Bastianini,Ducati Lenovo Team,39:51.879,Race,MotoGP,GBR,2024,9
5163,2,20.0,89,J. Martin,Prima Pramac Racing,+1.931,Race,MotoGP,GBR,2024,9
5164,3,16.0,1,F. Bagnaia,Ducati Lenovo Team,+5.866,Race,MotoGP,GBR,2024,9
5165,4,13.0,93,M. Marquez,Gresini Racing MotoGP,+6.906,Race,MotoGP,GBR,2024,9
5166,5,11.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+7.736,Race,MotoGP,GBR,2024,9
5167,6,10.0,41,A. Espargaro,Aprilia Racing,+9.514,Race,MotoGP,GBR,2024,9
5168,7,9.0,73,A. Marquez,Gresini Racing MotoGP,+9.741,Race,MotoGP,GBR,2024,9
5169,8,8.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+14.016,Race,MotoGP,GBR,2024,9
5170,9,7.0,31,P. Acosta,Red Bull GASGAS Tech3,+16.386,Race,MotoGP,GBR,2024,9
5171,10,6.0,21,F. Morbidelli,Prima Pramac Racing,+23.609,Race,MotoGP,GBR,2024,9
5172,11,5.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+24.202,Race,MotoGP,GBR,2024,9
5173,12,4.0,43,J. Miller,Red Bull KTM Factory Racing,+25.767,Race,MotoGP,GBR,2024,9
5174,13,3.0,12,M. Viñales,Aprilia Racing,+26.751,Race,MotoGP,GBR,2024,9
5175,14,2.0,5,J. Zarco,CASTROL Honda LCR,+26.953,Race,MotoGP,GBR,2024,9
5176,15,1.0,30,T. Nakagami,IDEMITSU Honda LCR,+37.278,Race,MotoGP,GBR,2024,9
5177,16,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,+37.605,Race,MotoGP,GBR,2024,9
5178,17,0.0,10,L. Marini,Repsol Honda Team,+47.507,Race,MotoGP,GBR,2024,9
5179,18,0.0,87,R. Gardner,Monster Energy Yamaha MotoGP Team,+59.137,Race,MotoGP,GBR,2024,9
5180,DNF,0.0,36,J. Mir,Repsol Honda Team,11 laps,Race,MotoGP,GBR,2024,9
5181,DNF,0.0,88,M. Oliveira,Trackhouse Racing,,Race,MotoGP,GBR,2024,9
5182,DNF,0.0,33,B. Binder,Red Bull KTM Factory Racing,,Race,MotoGP,GBR,2024,9
5183,DNF,0.0,25,R. Fernandez,Trackhouse Racing,,Race,MotoGP,GBR,2024,9
5184,1,12.0,23,E. Bastianini,Ducati Lenovo Team,19:49.929,Sprint,MotoGP,GBR,2024,9
5185,2,9.0,89,J. Martin,Prima Pramac Racing,+1.094,Sprint,MotoGP,GBR,2024,9
5186,3,7.0,41,A. Espargaro,Aprilia Racing,+2.023,Sprint,MotoGP,GBR,2024,9
5187,4,6.0,33,B. Binder,Red Bull KTM Factory Racing,+8.644,Sprint,MotoGP,GBR,2024,9
5188,5,5.0,31,P. Acosta,Red Bull GASGAS Tech3,+8.777,Sprint,MotoGP,GBR,2024,9
5189,6,4.0,73,A. Marquez,Gresini Racing MotoGP,+9.043,Sprint,MotoGP,GBR,2024,9
5190,7,3.0,43,J. Miller,Red Bull KTM Factory Racing,+11.504,Sprint,MotoGP,GBR,2024,9
5191,8,2.0,12,M. Viñales,Aprilia Racing,+11.689,Sprint,MotoGP,GBR,2024,9
5192,9,1.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+11.828,Sprint,MotoGP,GBR,2024,9
5193,10,0.0,88,M. Oliveira,Trackhouse Racing,+13.328,Sprint,MotoGP,GBR,2024,9
5194,11,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+15.373,Sprint,MotoGP,GBR,2024,9
5195,12,0.0,25,R. Fernandez,Trackhouse Racing,+18.234,Sprint,MotoGP,GBR,2024,9
5196,13,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,+18.326,Sprint,MotoGP,GBR,2024,9
5197,14,0.0,5,J. Zarco,CASTROL Honda LCR,+18.492,Sprint,MotoGP,GBR,2024,9
5198,15,0.0,10,L. Marini,Repsol Honda Team,+19.050,Sprint,MotoGP,GBR,2024,9
5199,16,0.0,36,J. Mir,Repsol Honda Team,+19.674,Sprint,MotoGP,GBR,2024,9
5200,17,0.0,30,T. Nakagami,IDEMITSU Honda LCR,+29.302,Sprint,MotoGP,GBR,2024,9
5201,18,0.0,87,R. Gardner,Monster Energy Yamaha MotoGP Team,+31.070,Sprint,MotoGP,GBR,2024,9
5202,DNF,0.0,93,M. Marquez,Gresini Racing MotoGP,9 laps,Sprint,MotoGP,GBR,2024,9
5203,DNF,0.0,1,F. Bagnaia,Ducati Lenovo Team,4 laps,Sprint,MotoGP,GBR,2024,9
5204,DNF,0.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,,Sprint,MotoGP,GBR,2024,9
5205,DNF,0.0,21,F. Morbidelli,Prima Pramac Racing,,Sprint,MotoGP,GBR,2024,9
5206,1,25.0,13,C. Vietti,Red Bull KTM Ajo,36:22.427,Race,Moto2,AUT,2024,10
5207,2,20.0,21,A. Lopez,Sync SpeedUp,+1.850,Race,Moto2,AUT,2024,10
5208,3,16.0,96,J. Dixon,CFMOTO Inde Aspar Team,+1.974,Race,Moto2,AUT,2024,10
5209,4,13.0,44,A. Canet,Fantic Racing,+2.075,Race,Moto2,AUT,2024,10
5210,5,11.0,14,T. Arbolino,Elf Marc VDS Racing Team,+6.814,Race,Moto2,AUT,2024,10
5211,6,10.0,24,M. Ramirez,OnlyFans American Racing Team,+12.392,Race,Moto2,AUT,2024,10
5212,7,9.0,15,D. Binder,Liqui Moly Husqvarna Intact GP,+12.514,Race,Moto2,AUT,2024,10
5213,8,8.0,35,S. Chantra,IDEMITSU Honda Team Asia,+12.604,Race,Moto2,AUT,2024,10
5214,9,7.0,16,J. Roberts,OnlyFans American Racing Team,+13.398,Race,Moto2,AUT,2024,10
5215,10,6.0,12,F. Salac,Elf Marc VDS Racing Team,+13.429,Race,Moto2,AUT,2024,10
5216,11,5.0,53,D. Öncü,Red Bull KTM Ajo,+13.872,Race,Moto2,AUT,2024,10
5217,12,4.0,28,I. Guevara,CFMOTO Inde Aspar Team,+14.336,Race,Moto2,AUT,2024,10
5218,13,3.0,18,M. Gonzalez,QJMOTOR Gresini Moto2,+14.403,Race,Moto2,AUT,2024,10
5219,14,2.0,3,S. Garcia,MT Helmets - MSI,+15.990,Race,Moto2,AUT,2024,10
5220,15,1.0,81,S. Agius,Liqui Moly Husqvarna Intact GP,+18.121,Race,Moto2,AUT,2024,10
5221,16,0.0,10,D. Moreira,Italtrans Racing Team,+23.198,Race,Moto2,AUT,2024,10
5222,17,0.0,75,A. Arenas,QJMOTOR Gresini Moto2,+23.378,Race,Moto2,AUT,2024,10
5223,18,0.0,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+26.128,Race,Moto2,AUT,2024,10
5224,19,0.0,5,J. Masia,Preicanos Racing Team,+26.963,Race,Moto2,AUT,2024,10
5225,20,0.0,54,F. Aldeguer ,Sync SpeedUp,+27.138,Race,Moto2,AUT,2024,10
5226,21,0.0,22,A. Sasaki,Yamaha VR46 Master Camp Team,+27.206,Race,Moto2,AUT,2024,10
5227,22,0.0,64,B. Bendsneyder,Preicanos Racing Team,+27.439,Race,Moto2,AUT,2024,10
5228,23,0.0,19,M. Pasini,Team Ciatti Boscoscuro,+28.424,Race,Moto2,AUT,2024,10
5229,24,0.0,52,J. Alcoba,Yamaha VR46 Master Camp Team,+30.801,Race,Moto2,AUT,2024,10
5230,25,0.0,43,X. Artigas,KLINT Forward Factory Team,+37.518,Race,Moto2,AUT,2024,10
5231,26,0.0,20,X. Cardelus,Fantic Racing,+48.984,Race,Moto2,AUT,2024,10
5232,DNF,0.0,9,J. Navarro,KLINT Forward Factory Team,21 laps,Race,Moto2,AUT,2024,10
5233,DNF,0.0,71,D. Foggia,Italtrans Racing Team,11 laps,Race,Moto2,AUT,2024,10
5234,DNF,0.0,7,B. Baltus,RW-Idrofoglia Racing GP,5 laps,Race,Moto2,AUT,2024,10
5235,DNF,0.0,11,A. Escrig,KLINT Forward Factory Team,,Race,Moto2,AUT,2024,10
5236,DNF,0.0,34,M. Suryo Aji,IDEMITSU Honda Team Asia,,Race,Moto2,AUT,2024,10
5237,1,25.0,80,D. Alonso,CFMOTO Gaviota Aspar Team,33:40.607,Race,Moto3,AUT,2024,10
5238,2,20.0,64,D. Muñoz ,BOE Motorsports,+0.121,Race,Moto3,AUT,2024,10
5239,3,16.0,96,D. Holgado,Red Bull GASGAS Tech3,+0.126,Race,Moto3,AUT,2024,10
5240,4,13.0,36,A. Piqueras ,Leopard Racing,+0.211,Race,Moto3,AUT,2024,10
5241,5,11.0,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+0.303,Race,Moto3,AUT,2024,10
5242,6,10.0,31,A. Fernandez,Leopard Racing,+2.726,Race,Moto3,AUT,2024,10
5243,7,9.0,99,J. Rueda,Red Bull KTM Ajo,+2.790,Race,Moto3,AUT,2024,10
5244,8,8.0,66,J. Kelso,BOE Motorsports,+2.886,Race,Moto3,AUT,2024,10
5245,9,7.0,48,I. Ortola,MT Helmets - MSI,+7.542,Race,Moto3,AUT,2024,10
5246,10,6.0,54,R. Rossi,CIP Green Power,+7.964,Race,Moto3,AUT,2024,10
5247,11,5.0,18,M. Bertelle,Kopron Rivacold Snipers Team,+8.384,Race,Moto3,AUT,2024,10
5248,12,4.0,24,T. Suzuki,Liqui Moly Husqvarna Intact GP,+8.447,Race,Moto3,AUT,2024,10
5249,13,3.0,6,R. Yamanaka,MT Helmets - MSI,+11.633,Race,Moto3,AUT,2024,10
5250,14,2.0,12,J. Roulstone,Red Bull GASGAS Tech3,+11.704,Race,Moto3,AUT,2024,10
5251,15,1.0,72,T. Furusato,Honda Team Asia,+13.842,Race,Moto3,AUT,2024,10
5252,16,0.0,10,N. Carraro,LEVELUP - MTA,+19.177,Race,Moto3,AUT,2024,10
5253,17,0.0,58,L. Lunetta,SIC58 Squadra Corse,+19.213,Race,Moto3,AUT,2024,10
5254,18,0.0,85,X. Zurutuza,Red Bull KTM Ajo,+19.272,Race,Moto3,AUT,2024,10
5255,19,0.0,19,S. Ogden,Fibre Tec Honda - MLav Racing,+20.621,Race,Moto3,AUT,2024,10
5256,20,0.0,22,D. Almansa,Kopron Rivacold Snipers Team,+20.768,Race,Moto3,AUT,2024,10
5257,21,0.0,5,T. Buasri,Honda Team Asia,+24.093,Race,Moto3,AUT,2024,10
5258,22,0.0,34,J. Rosenthaler,Liqui Moly Husqvarna Intact GP,+24.987,Race,Moto3,AUT,2024,10
5259,23,0.0,21,V. Perez,Fibre Tec Honda - MLav Racing,+25.236,Race,Moto3,AUT,2024,10
5260,24,0.0,55,N. Dettwiler,CIP Green Power,+29.017,Race,Moto3,AUT,2024,10
5261,25,0.0,78,J. Esteban,CFMOTO Gaviota Aspar Team,+30.457,Race,Moto3,AUT,2024,10
5262,26,0.0,7,F. Farioli,SIC58 Squadra Corse,+45.527,Race,Moto3,AUT,2024,10
5263,DNF,0.0,82,S. Nepa,LEVELUP - MTA,14 laps,Race,Moto3,AUT,2024,10
5264,1,25.0,4,H. Garzo,Dynavolt Intact GP MotoE,11:34.303,Race,MotoE,AUT,2024,10
5265,2,20.0,21,K. Zannoni,Openbank Aspar Team,+0.069,Race,MotoE,AUT,2024,10
5266,3,16.0,40,M. Casadei,LCR E-Team,+0.094,Race,MotoE,AUT,2024,10
5267,4,13.0,81,J. Torres,Openbank Aspar Team,+0.609,Race,MotoE,AUT,2024,10
5268,5,11.0,61,A. Zaccone,Tech3 E-racing,+1.371,Race,MotoE,AUT,2024,10
5269,6,10.0,11,M. Ferrari,Felo Gresini MotoE,+1.991,Race,MotoE,AUT,2024,10
5270,7,9.0,3,L. Tulovic,Dynavolt Intact GP MotoE,+2.249,Race,MotoE,AUT,2024,10
5271,8,8.0,29,N. Spinelli,Tech3 E-Racing,+3.497,Race,MotoE,AUT,2024,10
5272,9,7.0,9,A. Mantovani,KLINT Forward Factory Team,+3.540,Race,MotoE,AUT,2024,10
5273,10,6.0,51,E. Granado,LCR E-Team,+3.689,Race,MotoE,AUT,2024,10
5274,11,5.0,55,M. Roccoli,Ongetta SIC58 Squadra Corse,+4.466,Race,MotoE,AUT,2024,10
5275,12,4.0,6,M. Herrera,KLINT Forward Factory Team,+5.596,Race,MotoE,AUT,2024,10
5276,13,3.0,72,A. Finello,Felo Gresini MotoE,+6.605,Race,MotoE,AUT,2024,10
5277,14,2.0,7,C. Davies,Aruba Cloud MotoE Racing Team,+10.651,Race,MotoE,AUT,2024,10
5278,15,1.0,34,K. Manfredi,Ongetta SIC58 Squadra Corse,+11.135,Race,MotoE,AUT,2024,10
5279,16,0.0,80,A. Pontone,Aruba Cloud MotoE Racing Team,+15.707,Race,MotoE,AUT,2024,10
5280,DNF,0.0,99,O. Gutierrez,Axxis-MSI,6 laps,Race,MotoE,AUT,2024,10
5281,DNF,0.0,77,M. Pons,Axxis-MSI,,Race,MotoE,AUT,2024,10
5282,1,25.0,99,O. Gutierrez,Axxis-MSI,11:35.551,Race1,MotoE,AUT,2024,10
5283,2,20.0,4,H. Garzo,Dynavolt Intact GP MotoE,+0.246,Race1,MotoE,AUT,2024,10
5284,3,16.0,40,M. Casadei,LCR E-Team,+1.430,Race1,MotoE,AUT,2024,10
5285,4,13.0,21,K. Zannoni,Openbank Aspar Team,+0.901,Race1,MotoE,AUT,2024,10
5286,5,11.0,81,J. Torres,Openbank Aspar Team,+1.506,Race1,MotoE,AUT,2024,10
5287,6,10.0,61,A. Zaccone,Tech3 E-racing,+2.878,Race1,MotoE,AUT,2024,10
5288,7,9.0,9,A. Mantovani,KLINT Forward Factory Team,+6.619,Race1,MotoE,AUT,2024,10
5289,8,8.0,3,L. Tulovic,Dynavolt Intact GP MotoE,+6.571,Race1,MotoE,AUT,2024,10
5290,9,7.0,55,M. Roccoli,Ongetta SIC58 Squadra Corse,+7.482,Race1,MotoE,AUT,2024,10
5291,10,6.0,6,M. Herrera,KLINT Forward Factory Team,+7.575,Race1,MotoE,AUT,2024,10
5292,11,5.0,29,N. Spinelli,Tech3 E-Racing,+8.275,Race1,MotoE,AUT,2024,10
5293,12,4.0,72,A. Finello,Felo Gresini MotoE,+11.662,Race1,MotoE,AUT,2024,10
5294,13,3.0,7,C. Davies,Aruba Cloud MotoE Racing Team,+13.265,Race1,MotoE,AUT,2024,10
5295,14,2.0,34,K. Manfredi,Ongetta SIC58 Squadra Corse,+13.432,Race1,MotoE,AUT,2024,10
5296,15,1.0,80,A. Pontone,Aruba Cloud MotoE Racing Team,+14.085,Race1,MotoE,AUT,2024,10
5297,DNF,0.0,51,E. Granado,LCR E-Team,4 laps,Race1,MotoE,AUT,2024,10
5298,DNF,0.0,77,M. Pons,Axxis-MSI,1 laps,Race1,MotoE,AUT,2024,10
5299,DNF,0.0,11,M. Ferrari,Felo Gresini MotoE,,Race1,MotoE,AUT,2024,10
5300,1,25.0,1,F. Bagnaia,Ducati Lenovo Team,42:11.173,Race,MotoGP,AUT,2024,10
5301,2,20.0,89,J. Martin,Prima Pramac Racing,+3.232,Race,MotoGP,AUT,2024,10
5302,3,16.0,23,E. Bastianini,Ducati Lenovo Team,+7.357,Race,MotoGP,AUT,2024,10
5303,4,13.0,93,M. Marquez,Gresini Racing MotoGP,+13.836,Race,MotoGP,AUT,2024,10
5304,5,11.0,33,B. Binder,Red Bull KTM Factory Racing,+18.620,Race,MotoGP,AUT,2024,10
5305,6,10.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+21.206,Race,MotoGP,AUT,2024,10
5306,7,9.0,12,M. Viñales,Aprilia Racing,+24.322,Race,MotoGP,AUT,2024,10
5307,8,8.0,21,F. Morbidelli,Prima Pramac Racing,+27.677,Race,MotoGP,AUT,2024,10
5308,9,7.0,41,A. Espargaro,Aprilia Racing,+28.829,Race,MotoGP,AUT,2024,10
5309,10,6.0,73,A. Marquez,Gresini Racing MotoGP,+30.268,Race,MotoGP,AUT,2024,10
5310,11,5.0,44,P. Espargaro,Red Bull KTM Factory Racing,+30.526,Race,MotoGP,AUT,2024,10
5311,12,4.0,88,M. Oliveira,Trackhouse Racing,+30.702,Race,MotoGP,AUT,2024,10
5312,13,3.0,31,P. Acosta,Red Bull GASGAS Tech3,+33.736,Race,MotoGP,AUT,2024,10
5313,14,2.0,30,T. Nakagami,IDEMITSU Honda LCR,+36.310,Race,MotoGP,AUT,2024,10
5314,15,1.0,37,A. Fernandez,Red Bull GASGAS Tech3,+36.522,Race,MotoGP,AUT,2024,10
5315,16,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+37.571,Race,MotoGP,AUT,2024,10
5316,17,0.0,36,J. Mir,Repsol Honda Team,+40.432,Race,MotoGP,AUT,2024,10
5317,18,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+43.788,Race,MotoGP,AUT,2024,10
5318,19,0.0,43,J. Miller,Red Bull KTM Factory Racing,+44.134,Race,MotoGP,AUT,2024,10
5319,20,0.0,32,L. Savadori,Aprilia Racing,+44.576,Race,MotoGP,AUT,2024,10
5320,21,0.0,5,J. Zarco,CASTROL Honda LCR,+54.126,Race,MotoGP,AUT,2024,10
5321,22,0.0,6,S. Bradl,HRC Test Team,+54.923,Race,MotoGP,AUT,2024,10
5322,DNF,0.0,25,R. Fernandez,Trackhouse Racing,27 laps,Race,MotoGP,AUT,2024,10
5323,DNF,0.0,10,L. Marini,Repsol Honda Team,5 laps,Race,MotoGP,AUT,2024,10
5324,1,12.0,1,F. Bagnaia,Ducati Lenovo Team,20:59.768,Sprint,MotoGP,AUT,2024,10
5325,2,9.0,89,J. Martin,Prima Pramac Racing,+4.673,Sprint,MotoGP,AUT,2024,10
5326,3,7.0,41,A. Espargaro,Aprilia Racing,+7.584,Sprint,MotoGP,AUT,2024,10
5327,4,6.0,23,E. Bastianini,Ducati Lenovo Team,+9.685,Sprint,MotoGP,AUT,2024,10
5328,5,5.0,43,J. Miller,Red Bull KTM Factory Racing,+10.421,Sprint,MotoGP,AUT,2024,10
5329,6,4.0,21,F. Morbidelli,Prima Pramac Racing,+10.523,Sprint,MotoGP,AUT,2024,10
5330,7,3.0,33,B. Binder,Red Bull KTM Factory Racing,+10.941,Sprint,MotoGP,AUT,2024,10
5331,8,2.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+11.932,Sprint,MotoGP,AUT,2024,10
